Fair Market Rent,Price,County,State
562,562,Lee County, SC
603,603,Newberry County, SC
628,628,Greenwood County, SC
550,550,Oconee County, SC
596,596,Orangeburg County, SC
515,515,Williamsburg County, SC
515,515,McCormick County, SC
529,529,Marion County, SC
556,556,Chester County, SC HUD Metro FMR Area
628,628,Lancaster County, SC HUD Metro FMR Area
845,845,Columbia, SC HUD Metro FMR Area
630,630,Kershaw County, SC HUD Metro FMR Area
1056,1056,Beaufort County, SC HUD Metro FMR Area
813,813,Jasper County, SC HUD Metro FMR Area
680,680,Anderson, SC HUD Metro FMR Area
826,826,Greenville-Mauldin-Easley, SC HUD Metro FMR Area
610,610,Laurens County, SC HUD Metro FMR Area
620,620,Florence, SC HUD Metro FMR Area
596,596,Darlington County, SC HUD Metro FMR Area
763,763,Myrtle Beach-North Myrtle Beach-Conway, SC HUD Metro FMR Area
735,735,Spartanburg, SC HUD Metro FMR Area
535,535,Union County, SC HUD Metro FMR Area
1059,1059,Charleston-North Charleston, SC MSA
667,667,Sumter, SC MSA
546,546,Corson County, SD
586,586,Davison County, SD
606,606,Day County, SD
617,617,Deuel County, SD
593,593,Brookings County, SD
587,587,Aurora County, SD
552,552,Beadle County, SD
568,568,Douglas County, SD
575,575,Brown County, SD
546,546,Brule County, SD
546,546,Buffalo County, SD
575,575,Edmunds County, SD
555,555,Fall River County, SD
601,601,Butte County, SD
546,546,Campbell County, SD
547,547,Charles Mix County, SD
546,546,Clark County, SD
580,580,Clay County, SD
565,565,Codington County, SD
555,555,Lawrence County, SD
570,570,Lyman County, SD
546,546,Dewey County, SD
546,546,Faulk County, SD
546,546,Bon Homme County, SD
552,552,Potter County, SD
547,547,Roberts County, SD
595,595,Sanborn County, SD
559,559,McPherson County, SD
546,546,Marshall County, SD
546,546,Mellette County, SD
546,546,Miner County, SD
631,631,Moody County, SD
594,594,Harding County, SD
569,569,Hughes County, SD
563,563,Hutchinson County, SD
549,549,Hyde County, SD
631,631,Jackson County, SD
631,631,Jerauld County, SD
558,558,Grant County, SD
546,546,Gregory County, SD
578,578,Haakon County, SD
586,586,Hamlin County, SD
546,546,Jones County, SD
546,546,Kingsbury County, SD
616,616,Walworth County, SD
551,551,Yankton County, SD
546,546,Ziebach County, SD
546,546,Spink County, SD
546,546,Perkins County, SD
546,546,Hand County, SD
546,546,Hanson County, SD
546,546,Lake County, SD
615,615,Bennett County, SD
615,615,Stanley County, SD
559,559,Sully County, SD
546,546,Todd County, SD
546,546,Tripp County, SD
664,664,Rapid City, SD HUD Metro FMR Area
706,706,Custer County, SD HUD Metro FMR Area
651,651,Meade County, SD HUD Metro FMR Area
714,714,Sioux Falls, SD MSA
537,537,Lincoln County, TN
612,612,McMinn County, TN
561,561,McNairy County, TN
582,582,Meigs County, TN
568,568,Monroe County, TN
519,519,Moore County, TN
503,503,Perry County, TN
519,519,Clay County, TN
503,503,Cocke County, TN
543,543,Coffee County, TN
582,582,Humphreys County, TN
503,503,Jackson County, TN
504,504,Johnson County, TN
503,503,Lake County, TN
503,503,Lauderdale County, TN
525,525,Lawrence County, TN
503,503,Lewis County, TN
582,582,Decatur County, TN
503,503,DeKalb County, TN
525,525,Stewart County, TN
556,556,Wayne County, TN
547,547,Weakley County, TN
503,503,Cumberland County, TN
503,503,Haywood County, TN
505,505,Hancock County, TN
503,503,Hardeman County, TN
508,508,Hardin County, TN
545,545,Obion County, TN
545,545,Henderson County, TN
543,543,Houston County, TN
503,503,Van Buren County, TN
529,529,Warren County, TN
530,530,White County, TN
519,519,Rhea County, TN
504,504,Scott County, TN
503,503,Fentress County, TN
570,570,Gibson County, TN
519,519,Overton County, TN
519,519,Pickett County, TN
552,552,Putnam County, TN
687,687,Sevier County, TN
551,551,Greene County, TN
603,603,Bedford County, TN
582,582,Benton County, TN
530,530,Claiborne County, TN
549,549,Bledsoe County, TN
582,582,Carroll County, TN
509,509,Dyer County, TN
512,512,Franklin County, TN
510,510,Henry County, TN
585,585,Giles County, TN
514,514,Grundy County, TN
574,574,Marshall County, TN
509,509,Campbell County, TN HUD Metro FMR Area
520,520,Morgan County, TN HUD Metro FMR Area
597,597,Roane County, TN HUD Metro FMR Area
511,511,Crockett County, TN HUD Metro FMR Area
661,661,Jackson, TN HUD Metro FMR Area
729,729,Knoxville, TN HUD Metro FMR Area
575,575,Grainger County, TN HUD Metro FMR Area
685,685,Hickman County, TN HUD Metro FMR Area
546,546,Smith County, TN HUD Metro FMR Area
1031,1031,Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area
555,555,Macon County, TN HUD Metro FMR Area
735,735,Maury County, TN HUD Metro FMR Area
617,617,Cleveland, TN MSA
621,621,Johnson City, TN MSA
571,571,Morristown, TN MSA
694,694,Chattanooga, TN-GA MSA
689,689,Clarksville, TN-KY MSA
784,784,Memphis, TN-MS-AR HUD Metro FMR Area
533,533,Kingsport-Bristol-Bristol, TN-VA MSA
782,782,Lee County, TX
557,557,Leon County, TX
596,596,Limestone County, TX
604,604,Hill County, TX
644,644,Hockley County, TX
625,625,Hopkins County, TX
557,557,Houston County, TX
846,846,Howard County, TX
618,618,Hutchinson County, TX
666,666,Kinney County, TX
681,681,Kleberg County, TX
588,588,Lamar County, TX
582,582,Jack County, TX
688,688,Jackson County, TX
624,624,Jasper County, TX
687,687,Jeff Davis County, TX
582,582,Jim Hogg County, TX
582,582,Knox County, TX
625,625,Lamb County, TX
572,572,La Salle County, TX
590,590,Lavaca County, TX
601,601,Lipscomb County, TX
738,738,Hemphill County, TX
609,609,Henderson County, TX
667,667,Jim Wells County, TX
640,640,Karnes County, TX
628,628,Kenedy County, TX
628,628,Kent County, TX
735,735,Kerr County, TX
632,632,Kimble County, TX
709,709,King County, TX
631,631,Brown County, TX
838,838,Andrews County, TX
742,742,Angelina County, TX
582,582,Bailey County, TX
644,644,Baylor County, TX
702,702,Bee County, TX
679,679,Blanco County, TX
677,677,DeWitt County, TX
659,659,Anderson County, TX
628,628,Borden County, TX
557,557,Coleman County, TX
644,644,Collingsworth County, TX
587,587,Starr County, TX
590,590,Stephens County, TX
574,574,Colorado County, TX
644,644,Comanche County, TX
640,640,Concho County, TX
644,644,Uvalde County, TX
557,557,Willacy County, TX
697,697,Cooke County, TX
759,759,Burnet County, TX
695,695,Calhoun County, TX
639,639,Camp County, TX
557,557,Cass County, TX
585,585,Fannin County, TX
605,605,Fayette County, TX
582,582,Fisher County, TX
617,617,Floyd County, TX
582,582,Winkler County, TX
609,609,Wood County, TX
645,645,Franklin County, TX
601,601,Garza County, TX
734,734,Gillespie County, TX
628,628,Glasscock County, TX
634,634,Gonzales County, TX
618,618,Gray County, TX
564,564,Grimes County, TX
644,644,Hale County, TX
592,592,Hall County, TX
644,644,Hamilton County, TX
644,644,Castro County, TX
577,577,Cherokee County, TX
663,663,Childress County, TX
582,582,Cochran County, TX
557,557,Coke County, TX
679,679,Real County, TX
582,582,Dickens County, TX
628,628,Dimmit County, TX
557,557,Donley County, TX
582,582,Duval County, TX
629,629,Eastland County, TX
557,557,Bosque County, TX
635,635,Brewster County, TX
582,582,Briscoe County, TX
582,582,Brooks County, TX
628,628,Edwards County, TX
681,681,Erath County, TX
657,657,Mason County, TX
627,627,Matagorda County, TX
582,582,Mills County, TX
582,582,Motley County, TX
683,683,Nacogdoches County, TX
624,624,Navarro County, TX
559,559,Nolan County, TX
610,610,Ochiltree County, TX
630,630,Palo Pinto County, TX
582,582,Cottle County, TX
582,582,Crane County, TX
582,582,Crockett County, TX
571,571,Culberson County, TX
668,668,Dallam County, TX
644,644,Dawson County, TX
654,654,Deaf Smith County, TX
605,605,Delta County, TX
572,572,Young County, TX
557,557,Red River County, TX
691,691,Reeves County, TX
664,664,Refugio County, TX
644,644,Sutton County, TX
557,557,Swisher County, TX
673,673,Terrell County, TX
557,557,Terry County, TX
582,582,Throckmorton County, TX
582,582,Titus County, TX
634,634,Trinity County, TX
644,644,Tyler County, TX
644,644,Upton County, TX
608,608,Wilbarger County, TX
652,652,Yoakum County, TX
624,624,Zapata County, TX
640,640,Zavala County, TX
628,628,Roberts County, TX
566,566,Runnels County, TX
644,644,Sabine County, TX
582,582,San Augustine County, TX
582,582,San Jacinto County, TX
557,557,San Saba County, TX
628,628,Schleicher County, TX
702,702,Scurry County, TX
582,582,Shackelford County, TX
557,557,Shelby County, TX
644,644,Sherman County, TX
601,601,Mitchell County, TX
557,557,Live Oak County, TX
667,667,Llano County, TX
594,594,Panola County, TX
644,644,Parmer County, TX
734,734,Pecos County, TX
656,656,Polk County, TX
582,582,Presidio County, TX
623,623,Rains County, TX
773,773,Reagan County, TX
570,570,Maverick County, TX
582,582,Menard County, TX
599,599,Milam County, TX
667,667,Montague County, TX
624,624,Moore County, TX
557,557,Morris County, TX
670,670,Hansford County, TX
644,644,McCulloch County, TX
628,628,McMullen County, TX
677,677,Madison County, TX
582,582,Marion County, TX
604,604,Val Verde County, TX
608,608,Van Zandt County, TX
793,793,Walker County, TX
636,636,Ward County, TX
557,557,Hardeman County, TX
673,673,Harrison County, TX
752,752,Hartley County, TX
644,644,Haskell County, TX
557,557,Freestone County, TX
683,683,Frio County, TX
582,582,Gaines County, TX
628,628,Loving County, TX
628,628,Sterling County, TX
628,628,Stonewall County, TX
767,767,Washington County, TX
657,657,Wharton County, TX
603,603,Wheeler County, TX
628,628,Foard County, TX
705,705,Amarillo, TX HUD Metro FMR Area
798,798,Oldham County, TX HUD Metro FMR Area
708,708,Beaumont-Port Arthur, TX HUD Metro FMR Area
592,592,Newton County, TX HUD Metro FMR Area
687,687,El Paso, TX HUD Metro FMR Area
605,605,Hudspeth County, TX HUD Metro FMR Area
864,864,Corpus Christi, TX HUD Metro FMR Area
779,779,Aransas County, TX HUD Metro FMR Area
1134,1134,Dallas, TX HUD Metro FMR Area
1021,1021,Fort Worth-Arlington, TX HUD Metro FMR Area
927,927,Hood County, TX HUD Metro FMR Area
738,738,Somervell County, TX HUD Metro FMR Area
954,954,Wise County, TX HUD Metro FMR Area
968,968,Houston-The Woodlands-Sugar Land, TX HUD Metro FMR Area
999,999,Brazoria County, TX HUD Metro FMR Area
810,810,Austin County, TX HUD Metro FMR Area
733,733,Lubbock, TX HUD Metro FMR Area
602,602,Lynn County, TX HUD Metro FMR Area
639,639,Killeen-Temple, TX HUD Metro FMR Area
604,604,Lampasas County, TX HUD Metro FMR Area
721,721,Longview, TX HUD Metro FMR Area
1128,1128,Midland, TX HUD Metro FMR Area
595,595,Martin County, TX HUD Metro FMR Area
912,912,San Antonio-New Braunfels, TX HUD Metro FMR Area
773,773,Atascosa County, TX HUD Metro FMR Area
1061,1061,Kendall County, TX HUD Metro FMR Area
657,657,Medina County, TX HUD Metro FMR Area
721,721,Waco, TX HUD Metro FMR Area
595,595,Falls County, TX HUD Metro FMR Area
575,575,Rusk County, TX HUD Metro FMR Area
1212,1212,Austin-Round Rock, TX MSA
733,733,Abilene, TX MSA
590,590,Brownsville-Harlingen, TX MSA
774,774,College Station-Bryan, TX MSA
735,735,Laredo, TX MSA
574,574,McAllen-Edinburg-Mission, TX MSA
762,762,San Angelo, TX MSA
924,924,Odessa, TX MSA
656,656,Wichita Falls, TX MSA
899,899,Tyler, TX MSA
837,837,Victoria, TX MSA
792,792,Sherman-Denison, TX MSA
658,658,Texarkana, TX-Texarkana
644,644,Millard County, UT
725,725,Kane County, UT
581,581,Piute County, UT
629,629,Rich County, UT
644,644,San Juan County, UT
576,576,Sanpete County, UT
557,557,Sevier County, UT
1002,1002,Summit County, UT
732,732,Uintah County, UT
879,879,Wasatch County, UT
634,634,Wayne County, UT
629,629,Daggett County, UT
581,581,Garfield County, UT
581,581,Beaver County, UT
581,581,Carbon County, UT
647,647,Duchesne County, UT
644,644,Emery County, UT
615,615,Grand County, UT
643,643,Iron County, UT
1001,1001,Salt Lake City, UT HUD Metro FMR Area
769,769,Tooele County, UT HUD Metro FMR Area
812,812,Ogden-Clearfield, UT HUD Metro FMR Area
599,599,Box Elder County, UT HUD Metro FMR Area
827,827,Provo-Orem, UT MSA
781,781,St. George, UT MSA
618,618,Logan, UT-ID MSA
599,599,Lee County, VA
799,799,Louisa County, VA
635,635,King and Queen County, VA
846,846,King George County, VA
753,753,Lancaster County, VA
615,615,Dickenson County, VA
697,697,Essex County, VA
663,663,Westmoreland County, VA
546,546,Wythe County, VA
668,668,Prince Edward County, VA
615,615,Lunenburg County, VA
700,700,Madison County, VA
615,615,Grayson County, VA
532,532,Halifax County, VA
556,556,Highland County, VA
632,632,Mecklenburg County, VA
727,727,Middlesex County, VA
704,704,Northampton County, VA
629,629,Northumberland County, VA
653,653,Richmond County, VA
532,532,Russell County, VA
629,629,Shenandoah County, VA
562,562,Smyth County, VA
569,569,Surry County, VA
558,558,Tazewell County, VA
602,602,Accomack County, VA
664,664,Nottoway County, VA
725,725,Orange County, VA
604,604,Page County, VA
615,615,Patrick County, VA
561,561,Brunswick County, VA
615,615,Buchanan County, VA
556,556,Charlotte County, VA
737,737,Cumberland County, VA
559,559,Bath County, VA
556,556,Bland County, VA
858,858,Blacksburg-Christiansburg-Radford, VA HUD Metro FMR Area
615,615,Floyd County, VA HUD Metro FMR Area
655,655,Giles County, VA HUD Metro FMR Area
631,631,Pulaski County, VA HUD Metro FMR Area
1077,1077,Charlottesville, VA HUD Metro FMR Area
652,652,Buckingham County, VA HUD Metro FMR Area
743,743,Roanoke, VA HUD Metro FMR Area
618,618,Franklin County, VA HUD Metro FMR Area
794,794,Culpeper County, VA HUD Metro FMR Area
942,942,Rappahannock County, VA HUD Metro FMR Area
777,777,Warren County, VA HUD Metro FMR Area
558,558,Alleghany County-Clifton Forge city-Covington city, VA HUD Nonmet
620,620,Rockbridge County-Buena Vista city-Lexington city, VA HUD Nonmetr
532,532,Henry County-Martinsville city, VA HUD Nonmetro FMR Area
532,532,Wise County-Norton city, VA HUD Nonmetro FMR Area
532,532,Pittsylvania County-Danville city, VA HUD Nonmetro FMR Area
592,592,Greensville County-Emporia city, VA HUD Nonmetro FMR Area
690,690,Southampton County-Franklin city, VA HUD Nonmetro FMR Area
615,615,Carroll County-Galax city, VA HUD Nonmetro FMR Area
703,703,Harrisonburg, VA MSA
660,660,Lynchburg, VA MSA
1020,1020,Richmond, VA MSA
695,695,Staunton-Waynesboro, VA MSA
972,972,Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area
819,819,Winchester, VA-WV MSA
745,745,Orange County, VT
688,688,Orleans County, VT
824,824,Washington County, VT
779,779,Rutland County, VT
583,583,Essex County, VT
846,846,Addison County, VT
819,819,Bennington County, VT
798,798,Windham County, VT
739,739,Caledonia County, VT
793,793,Lamoille County, VT
837,837,Windsor County, VT
1265,1265,Burlington-South Burlington, VT MSA
655,655,Grant County, WA
688,688,Klickitat County, WA
711,711,Lewis County, WA
825,825,Mason County, WA
660,660,Okanogan County, WA
644,644,Garfield County, WA
683,683,Adams County, WA
786,786,Clallam County, WA
590,590,Ferry County, WA
653,653,Grays Harbor County, WA
853,853,Island County, WA
771,771,Jefferson County, WA
738,738,Kittitas County, WA
557,557,Lincoln County, WA
656,656,Pacific County, WA
923,923,San Juan County, WA
583,583,Wahkiakum County, WA
692,692,Whitman County, WA
1599,1599,Seattle-Bellevue, WA HUD Metro FMR Area
1126,1126,Tacoma, WA HUD Metro FMR Area
774,774,Spokane, WA HUD Metro FMR Area
730,730,Pend Oreille County, WA HUD Metro FMR Area
637,637,Stevens County, WA HUD Metro FMR Area
788,788,Columbia County, WA HUD Metro FMR Area
837,837,Walla Walla County, WA HUD Metro FMR Area
1141,1141,Bremerton-Silverdale, WA MSA
972,972,Bellingham, WA MSA
824,824,Kennewick-Richland, WA MSA
774,774,Longview, WA MSA
974,974,Mount Vernon-Anacortes, WA MSA
1026,1026,Olympia-Tumwater, WA MSA
866,866,Wenatchee, WA MSA
792,792,Yakima, WA MSA
571,571,Burnett County, WI
566,566,Clark County, WI
557,557,Crawford County, WI
638,638,Dodge County, WI
633,633,Polk County, WI
617,617,Portage County, WI
557,557,Price County, WI
604,604,Richland County, WI
557,557,Rusk County, WI
666,666,Door County, WI
614,614,Dunn County, WI
557,557,Florence County, WI
572,572,Forest County, WI
577,577,Grant County, WI
677,677,Sauk County, WI
582,582,Sawyer County, WI
559,559,Shawano County, WI
557,557,Taylor County, WI
568,568,Trempealeau County, WI
557,557,Vernon County, WI
560,560,Ashland County, WI
590,590,Green Lake County, WI
557,557,Iron County, WI
572,572,Jackson County, WI
686,686,Jefferson County, WI
596,596,Juneau County, WI
557,557,Langlade County, WI
580,580,Adams County, WI
557,557,Barron County, WI
567,567,Lincoln County, WI
557,557,Manitowoc County, WI
557,557,Marinette County, WI
564,564,Marquette County, WI
622,622,Menominee County, WI
627,627,Monroe County, WI
673,673,Oneida County, WI
557,557,Pepin County, WI
569,569,Bayfield County, WI
577,577,Buffalo County, WI
588,588,Lafayette County, WI
558,558,Vilas County, WI
677,677,Walworth County, WI
571,571,Washburn County, WI
610,610,Waupaca County, WI
557,557,Waushara County, WI
565,565,Wood County, WI
798,798,Kenosha County, WI HUD Metro FMR Area
680,680,Green Bay, WI HUD Metro FMR Area
587,587,Oconto County, WI HUD Metro FMR Area
1039,1039,Madison, WI HUD Metro FMR Area
697,697,Columbia County, WI HUD Metro FMR Area
652,652,Green County, WI HUD Metro FMR Area
665,665,Iowa County, WI HUD Metro FMR Area
619,619,Appleton, WI MSA
659,659,Eau Claire, WI MSA
619,619,Fond du Lac, WI MSA
656,656,Janesville-Beloit, WI MSA
688,688,Racine, WI MSA
803,803,Milwaukee-Waukesha-West Allis, WI MSA
591,591,Oshkosh-Neenah, WI MSA
618,618,Wausau, WI MSA
644,644,Sheboygan, WI MSA
673,673,La Crosse-Onalaska, WI-MN MSA
550,550,Pleasants County, WV
513,513,Pocahontas County, WV
586,586,Randolph County, WV
571,571,Taylor County, WV
593,593,Tucker County, WV
640,640,Tyler County, WV
513,513,Mingo County, WV
550,550,Monroe County, WV
513,513,Wetzel County, WV
564,564,Wyoming County, WV
579,579,Upshur County, WV
539,539,Webster County, WV
593,593,Jackson County, WV
547,547,Mason County, WV
553,553,Mercer County, WV
601,601,Marion County, WV
563,563,Pendleton County, WV
585,585,Barbour County, WV
593,593,Braxton County, WV
550,550,Calhoun County, WV
605,605,Doddridge County, WV
543,543,Gilmer County, WV
593,593,Grant County, WV
593,593,Greenbrier County, WV
523,523,Hardy County, WV
615,615,Harrison County, WV
577,577,Lewis County, WV
587,587,Logan County, WV
593,593,McDowell County, WV
653,653,Morgan County, WV
513,513,Nicholas County, WV
593,593,Roane County, WV
513,513,Summers County, WV
593,593,Ritchie County, WV
566,566,Fayette County, WV HUD Metro FMR Area
664,664,Charleston, WV HUD Metro FMR Area
593,593,Boone County, WV HUD Metro FMR Area
571,571,Lincoln County, WV HUD Metro FMR Area
694,694,Putnam County, WV HUD Metro FMR Area
723,723,Martinsburg, WV HUD Metro FMR Area
794,794,Jefferson County, WV HUD Metro FMR Area
611,611,Raleigh County, WV HUD Metro FMR Area
715,715,Morgantown, WV MSA
622,622,Parkersburg-Vienna, WV MSA
652,652,Huntington-Ashland, WV-KY-OH HUD Metro FMR Area
576,576,Weirton-Steubenville, WV-OH MSA
570,570,Wheeling, WV-OH MSA
656,656,Park County, WY
607,607,Hot Springs County, WY
663,663,Johnson County, WY
557,557,Niobrara County, WY
557,557,Platte County, WY
689,689,Sheridan County, WY
621,621,Sublette County, WY
706,706,Sweetwater County, WY
1162,1162,Teton County, WY
624,624,Uinta County, WY
644,644,Washakie County, WY
693,693,Weston County, WY
629,629,Lincoln County, WY
771,771,Campbell County, WY
750,750,Carbon County, WY
699,699,Converse County, WY
612,612,Crook County, WY
644,644,Fremont County, WY
611,611,Goshen County, WY
668,668,Albany County, WY
568,568,Big Horn County, WY
696,696,Cheyenne, WY MSA
737,737,Casper, WY MSA
FMR_1BDR,FMR_1BDR,FMR_AREANAME,
659,659,Kusilvak Census Area,
369,369,Puerto Rico HUD Nonmetro Area,
546,546,Oglala Lakota County,